id,name,type,poster_source,final_status,image_url
konyaku-haki-sareta-reijou-wo-hirotta-ore-ga-ikenai-koto-wo-oshiekomu,"Konyaku Haki sareta Reijou wo Hirotta Ore ga,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154214-Uf9x7mY4IJJr.jpg
koori-zokusei-danshi-to-cool-na-douryou-joshi,Koori Zokusei Danshi to Cool na Douryou Joshi,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx151252-ywrMmJG1Loc3.jpg
koukyuu-no-karasu,Koukyuu no Karasu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx142701-jyjYorMpj3lf.jpg
kubo-san-wa-mob-wo-yurusanai,Kubo-san wa Mob wo Yurusanai,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx148969-3vPgXpMpQvba.jpg
kuma-kuma-kuma-bear,Kuma Kuma Kuma Bear,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx114340-9KovjbYWlNGa.jpg
kyoukai-no-kanata-movie-1-i-ll-be-here-kako-hen,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20768-xwQobWzMYTd4.png
kyoukai-no-kanata-movie-2-i-ll-be-here-mirai-hen,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx20963-xWZjgqAdFOfn.png
kyuuketsuki-sugu-shinu,Kyuuketsuki Sugu Shinu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx118103-pue9xw0RB1mc.jpg
lets-play-quest-darake-no-my-life-2,Lets Play Quest-darake no My Life,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx193968-tXbbqBOTuClj.jpg
level-1-dakedo-unique-skill-de-saikyou-desu,Level 1 dakedo Unique Skill de Saikyou desu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx148465-JHRudD6EbUVU.jpg
liar-liar,Liar Liar,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx131863-G7bfAMPea08v.png
lookism,Lookism,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx158539-jcLUcvqALA08.jpg
lupin-zero,Lupin Zero,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx155925-FWI4G2QSweAz.png
mahou-shoujo-magical-destroyers,Mahou Shoujo Magical Destroyers,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx134131-70vYnpBHFtHy.jpg
mahouka-koukou-no-rettousei-movie-hoshi-wo-yobu-shoujo,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-mahouka-koukou-no-rettousei-movie-hoshi-wo-yobu-shoujo-مترجم.jpg
mahouka-koukou-no-rettousei-tsuioku-hen,Mahouka Koukou no Rettousei: Tsuioku-hen,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/الحلقة-الخاصة-mahouka-koukou-no-rettousei-tsuioku-hen.jpg
maken-ki,Maken-Ki!,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9936.jpg
maken-ki-two,Maken-Ki! Two,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20750.jpg
masou-gakuen-hxh,Masou Gakuen HxH,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21378-83u2Jo9aACxx.jpg
megumi-no-daigo-kyuukoku-no-orange,Megumi no Daigo: Kyuukoku no Orange,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx158791-MjVI8OkR8z7k.jpg
meitantei-conan-hannin-no-hanzawa-san,Meitantei Conan: Hannin no Hanzawa-san,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx140005-BMmsl94sUPsw.jpg
migi-to-dali,Migi to Dali,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx142666-QI7zhl1ClcRg.jpg
mix-meisei-story,Mix: Meisei Story,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx103555-YMLK0Feq3DmS.jpg
mob-psycho-100,Mob Psycho 100,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21507-6YUSbh2m0N1p.jpg
mobile-suit-gundam-hathaway-s-flash,Mobile Suit Gundam: Hathaway's Flash,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx113971-GIit95PnSGvt.jpg
monogatari-series-second-season,Monogatari Series: Second Season,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/monogatari-series-second-season.png
monster-musume-no-iru-nichijou,Monster Musume no Iru Nichijou,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/monster-musume-no-iru-nichijou.jpg
mou-ippon,Mou Ippon!,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx136435-LWGyXLdHE71D.jpg
mushikaburi-hime,Mushikaburi-hime,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx144533-DqgPeBmWZPYQ.jpg
nanatsu-no-maken-ga-shihai-suru,Nanatsu no Maken ga Shihai suru,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx142598-0jpRK2h0v1hd.jpg
nanatsu-no-taizai-seisen-no-shirushi,Nanatsu no Taizai: Seisen no Shirushi,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/nanatsu-no-taizai-seisen-no-shirushi.png
nande-koko-ni-sensei-ga,Nande Koko ni Sensei ga!?,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/nande-koko-ni-sensei-ga.jpg
naruto,Naruto,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20-dE6UHbFFg1A5.jpg
naruto-shippuuden,Naruto: Shippuuden,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1735-kGfVm0YqCPcu.png
nekomonogatari-kuro,Nekomonogatari: Kuro,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/nekomonogatari-kuro.jpg
new-game,New Game!,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/new-game.jpg
new-game-watashi-shain-ryokou-tte-hajimete-nano-de,"New Game! Watashi,anime,existing,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-new-game-watashi-shain-ryokou-tte-hajimete-nano-de.jpg
niehime-to-kemono-no-ou,Niehime to Kemono no Ou,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx128715-T4Tne2TcqfVx.jpg
nihon-chinbotsu-2020-2,Nihon Chinbotsu 2020,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx112357-N03rYtjPxJtE.jpg
ningen-fushin-no-boukensha-tachi-ga-sekai-wo-sukuu-you-desu,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx137909-7c0zEcg9GjYo.png
nisemonogatari,Nisemonogatari,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/nisemonogatari.jpg
nokemono-tachi-no-yoru,Nokemono-tachi no Yoru,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx151679-aslz4Mr7FD8Q.jpg
noumin-kanren-no-skill-bakka-agetetara-nazeka-tsuyoku-natta,Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx145815-XsgcXy7WzgtK.png
ojou-to-banken-kun,Ojou to Banken-kun,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx155527-fXFaC94ehfj9.jpg
okashi-na-tensei,Okashi na Tensei,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx153339-u8i4Sc28U6En.jpg
ooyukiumi-no-kaina,Ooyukiumi no Kaina,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx144144-dja2cBUKz3lu.jpg
otonari-ni-ginga,Otonari ni Ginga,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx148098-MI9Rm8JVhSh0.jpg
ousama-game-the-animation,Ousama Game The Animation,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/ousama-game-the-animation.jpg
ousama-ranking-yuuki-no-takarabako,Ousama Ranking: Yuuki no Takarabako,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx153452-6aGeSxRw2cxY.jpg
overtake,Overtake!,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx160515-02jyy9B3qpFc.jpg
owarimonogatari,Owarimonogatari,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/owarimonogatari.jpg
owarimonogatari-2nd-season,Owarimonogatari 2nd Season,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/owarimonogatari-2nd-season.jpg
peter-grill-to-kenja-no-jikan,Peter Grill to Kenja no Jikan,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx111965-iUYaDivDR4BG.jpg
pluto,Pluto,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx99088-LTJskMD1wbbQ.png
potion-danomi-de-ikinobimasu,Potion-danomi de Ikinobimasu!,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx161992-XwIJpQUHXwQv.jpg
